,gain
WSPM_lag1,1186.4607467651367
hour_sin,1083.5996652841568
NO2_city_mean_rm6,1041.6034554243088
PRES_lag3,1031.35186368227
CO_rm12,1022.4120399951935
PM10_rmax24,994.7729794979095
O3,983.5243327617645
TEMP_diff1,980.6269734501839
dow,932.2321259975433
PM10_city_max,926.2248322963715
PM10_city_mean_lag6,901.0788016319275
NO2_rmax24,894.5578311681747
hour_cos,891.4380000829697
SO2_city_mean_rm6,890.2516993880272
O3_city_min,887.9507714509964
PRES_lag1,868.0337674617767
PRES,854.4627684354782
NO2_city_mean_diff1,841.5539734959602
WSPM_rm24,841.5538988113403
NO2_city_mean_lag1,819.5941842794418
PM10_city_mean_lag3,778.3259587287903
CO_city_mean_lag3,774.3037221431732
O3_city_mean_rm6,767.013645529747
O3_rmin24,764.483388543129
DEWP_diff1,761.6255680322647
PM10_rm24,753.5550939440727
CO_dev24,750.5147570371628
PM10_rs6,737.497029542923
SO2_city_dev,718.711211681366
RAIN,711.4457076787949
O3_city_dev,684.8848415613174
NO2_rm3,663.1568920612335
O3_city_std,662.8524394631386
TEMP_lag3,661.7011244297028
NO2_over_O3,655.2736592888832
PM10_rm12,654.3428366184235
NO2_rm24,650.1814304590225
PRES_rm6,645.0424832105637
SO2_rmax24,642.3282787799835
SO2_city_mean_lag1,634.3855131268501
NO2_city_max,633.0572370886803
PM10_rs24,629.9001197814941
CO_rs24,626.5095264315605
PM10_city_std,622.3047692775726
O3_diff3,616.9242209196091
RAIN_rsum6,589.19579911232
SO2_city_mean_lag6,570.056940972805
SO2_dev24,568.0111447572708
O3_city_mean_diff1,561.7039890885353
NO2_city_std,554.6026569008827
PM10_lag2,549.6625537276268
O3_dev24,548.1566324830055
NO2_city_mean_lag6,545.5365127921104
O3_city_mean_lag3,535.2466486692429
PM10_diff3,535.2067645788193
CO_rmax24,532.0533992052078
SO2_city_mean_diff1,530.7864320278168
SO2_rs24,528.6161414980888
SO2_diff1,526.1127175092697
NO2_rs24,518.7612286806107
CO_diff3,505.92234367132187
CO_city_max,494.493141412735
O3_lag12,492.69157868623734
TEMP_rm6,488.7565094232559
O3_rm24,486.8101669549942
O3_city_mean_lag6,484.4347507953644
O3_lag24,484.2717891931534
wind_u_rm6,475.1388704776764
NO2_rmax6,455.89790058135986
SO2_city_max,444.76742374897003
WSPM_diff1,444.58716440200806
SO2_rm24,439.7631803750992
WSPM_rm6,435.46394085884094
SO2_city_std,426.1751699447632
NO2_dev24,418.77737069129944
CO_rm6,409.67015540599823
WSPM_diff3,389.49102079868317
PRES_diff1,388.041719853878
WSPM_diff24,380.1137762069702
SO2_city_mean_lag3,372.3520573377609
NO2_rm12,371.84150701761246
SO2_rm3,366.23873913288116
O3_diff1,339.1319444179535
PM10_lag3,337.20849883556366
CO_lag24,336.4368702173233
PM10_lag12,328.8654925227165
CO_rs6,323.41280579566956
O3_rm12,313.77603924274445
WSPM,311.86927139759064
SO2_rm12,293.4183813929558
NO2_rm6,290.6255734562874
NO2_diff3,288.4023405313492
PM10_lag6,284.37809866666794
SO2_lag24,281.9247370958328
PM10_lag24,281.3232765197754
wind_u,275.23059153556824
CO_lag12,273.12006855010986
NO2_lag1,256.6890757679939
O3_rs6,256.2968896627426
PM10_rmax6,249.2473481297493
O3_rmax6,241.84014105796814
SO2_rm6,241.35984206199646
NO2_lag24,237.37345331907272
SO2_lag12,236.76724791526794
NO2_lag6,230.73764955997467
CO_rmax6,225.83636009693146
O3_lag1,225.38757145404816
O3_rm3,223.82441759109497
O3_lag2,222.42036628723145
SO2_lag1,220.7648490667343
CO_lag6,204.8597635626793
NO2_lag12,200.21844989061356
CO_lag2,186.80204951763153
O3_lag6,186.1758902668953
SO2_rmax6,185.20316475629807
NO2_rs6,182.70593976974487
NO2_city_mean_lag3,171.57091903686523
O3_lag3,169.69562983512878
SO2_diff3,161.1060203909874
SO2_rs6,156.37966179847717
SO2_lag6,156.05733919143677
SO2_lag2,148.72906839847565
NO2_lag2,146.16661208868027
n_stations_reporting,139.9956398010254
O3_rm6,136.0892814397812
CO_lag3,128.95390009880066
WSPM_lag3,115.65846979618073
NO2_lag3,114.78287529945374
SO2_lag3,113.07635021209717
wd_deg,83.19476962089539
n_missing_poll,65.91153073310852
is_weekend,58.770119071006775
wd_sin,32.847100019454956
heating_season,27.835359811782837
calm,6.68651008605957
wd_missing,0.0
PM10_isna,0.0
SO2_isna,0.0
NO2_isna,0.0
CO_isna,0.0
O3_isna,0.0
