,gain
SO2_rm24,2317868.2907714844
O3_city_mean_lead3,2308990.3302001953
O3_rm24,2307213.786376953
PM10_lag12,2303660.4672851562
TEMP_lag1,2300915.9459228516
SO2_leadrm6,2233046.362060547
NO2_lead2_diff,2190598.9301757812
SO2_city_mean_lag3,2163634.5977783203
CO_city_max,2161573.186645508
O3_city_mean_lead1,2152522.9409179688
CO_diff1,2138317.116455078
hour_cos,2118737.6564941406
PM10_lag24,2110230.3515625
NO2_city_mean,2102076.610595703
PM10_lag2,2091650.783203125
PM10_rs6,2066836.3786621094
O3_city_mean,2044551.6385498047
O3_city_mean_lag3,2035977.2841796875
NO2_lead1,2028989.2010498047
NO2_leadrm3,2007657.8067626953
TEMP_lead1,1972640.6538085938
wind_u_rm6,1894652.845703125
SO2_city_mean_lag1,1827039.3740234375
SO2_leadrm3,1779948.2351074219
SO2_city_dev,1779747.136352539
CO_city_dev,1762847.91015625
PM10_diff3,1731103.4278564453
O3_rm12,1720867.4357910156
NO2_city_std,1701878.2003173828
O3_c5,1698642.3543701172
O3_rmax6,1681772.08984375
O3_dev24,1676249.306640625
SO2_city_std,1674953.073852539
O3_lead2,1666449.1785888672
O3_diff3,1645117.0473632812
hour,1595049.2741699219
WSPM_rmax6,1585058.9869384766
PRES,1577690.1437988281
O3_leadrm3,1574872.4631347656
NO2_c13,1558006.884765625
NO2_rm24,1557897.9343261719
CO_lead2,1552470.7552490234
CO_rmax6,1539304.326538086
TEMP_lead1_diff,1522750.38671875
NO2_city_mean_lag1,1521721.0963134766
SO2_lead6,1520737.658203125
O3_city_dev_lead1,1519610.4714355469
O3_lead6,1519333.4326171875
wind_v,1472788.0300292969
NO2_city_mean_rm6,1454547.6506347656
SO2_leadmax3,1446047.2401123047
WSPM_rm6,1438871.3603515625
NO2_over_O3,1425387.8913574219
O3_leadmax3,1405246.5270996094
O3_lag24,1376630.4855957031
SO2_dev24,1356803.5458984375
DEWP_lead1_diff,1342248.2974853516
NO2_city_dev,1341168.010131836
CO_dev24,1340531.0034179688
O3_lag12,1333824.5268554688
CO_rm3,1328096.6391601562
NO2_city_max,1314183.2451171875
O3_lead3,1308448.4340820312
SO2_lag12,1301592.8177490234
TEMP_rm6,1274539.2875976562
NO2_lead1_diff,1268496.4981689453
SO2_lead1_diff,1256809.6591796875
NO2_city_mean_lag6,1250095.4777832031
SO2_city_max,1249101.9979248047
CO_lead6,1244956.0590820312
SO2_lag24,1243034.7470703125
CO_lag24,1211318.7321777344
PM10_rm12,1205104.2877197266
NO2_lead6,1204629.1082763672
CO_rm6,1122127.7452392578
NO2_lead2,1119707.4497070312
SO2_lag6,1116412.3966064453
PM10_city_mean_diff1,1091361.5792236328
hour_sin,1073270.2109375
PRES_diff1,1066903.4305419922
O3_rs6,1045383.8664550781
O3_rm3,1037588.7991943359
wind_v_lead1,1037310.6016845703
O3_c13,1033067.2882080078
NO2_c5,1023457.6319580078
NO2_rm12,1009439.1724853516
SO2_lead2_diff,996533.0949707031
O3_lag1,989081.1103515625
NO2_lag12,965557.0821533203
n_stations_reporting,961668.9370117188
NO2_rmax6,944776.7349853516
O3_leadrm6,942965.6873779297
O3_lag6,932869.1701660156
NO2_city_mean_lag3,931876.0167236328
SO2_c5,910683.5056152344
O3_lag2,897701.2764892578
PM10_rm6,868563.53515625
WSPM_lead1,851744.1610107422
O3_city_dev,827106.0797119141
CO_lag12,825709.6198730469
SO2_lag1,823824.2752685547
NO2_lag6,822613.0114746094
O3_rm6,819734.3653564453
O3_lead1_diff,809623.0261230469
SO2_lag3,808698.6066894531
NO2_lead3,806867.5476074219
NO2_lag24,796743.3499755859
CO_rs6,792287.5620117188
SO2_rm6,787180.7276611328
CO_diff3,786768.4498291016
SO2_rmax6,784147.3659667969
PM10_lag6,783509.7220458984
CO_city_mean_diff1,767434.5616455078
O3,764358.6656494141
NO2_dev24,720952.3804931641
SO2_city_mean_diff1,705041.8006591797
SO2_diff3,691272.2325439453
TEMP,686155.2185058594
SO2,650473.8883056641
SO2_diff1,642078.6417236328
O3_lag3,640925.1279296875
SO2_rm3,628342.9488525391
O3_diff1,626261.2279052734
heating_season,609463.8369140625
NO2_diff3,605963.7990722656
NO2_diff1,602687.5980224609
NO2,598200.1206054688
SO2_rs6,596364.1882324219
PM10_lag3,558887.4306640625
WSPM,554192.7182617188
SO2_lead2,552628.3508300781
CO_lag2,544129.5030517578
CO_lag1,542435.5611572266
NO2_rm6,530241.115234375
SO2_lead3,523386.1318359375
CO_lag6,505740.5009765625
PRES_lead1_diff,491602.3395996094
NO2_rs6,478352.7224121094
CO_lead3,473632.20166015625
NO2_city_mean_diff1,471136.3388671875
NO2_lag3,468889.3604736328
O3_lead2_diff,455691.9132080078
SO2_lag2,443557.3934326172
CO_lag3,407598.07946777344
NO2_lag1,401284.76794433594
wind_u_lead1,396550.6101074219
wind_u,394059.54943847656
NO2_lag2,389973.8984375
RAIN,386116.1301269531
is_weekend,350090.9196777344
WSPM_diff1,347070.3400878906
RAIN_rsum6,344439.0594482422
NO2_rm3,285911.4372558594
WSPM_diff24,269098.3135986328
WSPM_lead2,256351.0704345703
WSPM_diff3,253007.76037597656
RAIN_lead1,211317.55029296875
n_missing_poll,208122.45971679688
WSPM_lead1_diff,198287.41918945312
wd_deg_lead1,191990.46948242188
WSPM_lag3,174221.98010253906
wd_deg,164754.92919921875
wd_cos,139625.4998779297
wd_sin,120484.14904785156
CO_isna,46891.0
NO2_isna,18890.30078125
SO2_isna,0.0
PM10_isna,0.0
calm,0.0
wd_missing,0.0
O3_isna,0.0
